trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
lower_town_edt_T09,11:07:00,11:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T09,11:14:00,11:14:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T10,11:15:00,11:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T10,11:22:00,11:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T10,11:29:00,11:29:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T11,11:30:00,11:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T11,11:37:00,11:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T11,11:44:00,11:44:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T12,11:45:00,11:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T12,11:52:00,11:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T12,11:59:00,11:59:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T13,12:00:00,12:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T13,12:07:00,12:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T13,12:14:00,12:14:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T14,12:15:00,12:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T14,12:22:00,12:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T14,12:29:00,12:29:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T15,12:30:00,12:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T15,12:37:00,12:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T15,12:44:00,12:44:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T16,12:45:00,12:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T16,12:52:00,12:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T16,12:59:00,12:59:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T17,13:00:00,13:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T17,13:07:00,13:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T17,13:14:00,13:14:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T18,13:15:00,13:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T18,13:22:00,13:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T18,13:29:00,13:29:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T19,13:30:00,13:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T19,13:37:00,13:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T19,13:44:00,13:44:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T20,13:45:00,13:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T20,13:52:00,13:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T20,13:59:00,13:59:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T21,14:00:00,14:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T21,14:07:00,14:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T21,14:14:00,14:14:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T22,14:15:00,14:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T22,14:22:00,14:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T22,14:29:00,14:29:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T23,14:30:00,14:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T23,14:37:00,14:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T23,14:44:00,14:44:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T24,14:45:00,14:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T24,14:52:00,14:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T24,14:59:00,14:59:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T25,15:00:00,15:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T25,15:07:00,15:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T25,15:14:00,15:14:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T26,15:15:00,15:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T26,15:22:00,15:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T26,15:29:00,15:29:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T27,15:30:00,15:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T27,15:37:00,15:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T27,15:44:00,15:44:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T28,15:45:00,15:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T28,15:52:00,15:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T28,15:59:00,15:59:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T29,16:00:00,16:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T29,16:07:00,16:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T29,16:14:00,16:14:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T30,16:15:00,16:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T30,16:22:00,16:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T30,16:29:00,16:29:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T31,16:30:00,16:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T31,16:37:00,16:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T31,16:44:00,16:44:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T32,16:45:00,16:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T32,16:52:00,16:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T32,16:59:00,16:59:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T33,17:00:00,17:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T33,17:07:00,17:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T33,17:14:00,17:14:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T34,17:15:00,17:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T34,17:22:00,17:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T34,17:29:00,17:29:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T35,17:30:00,17:30:00,1,1,Lower Town,,,,,0.0,1
