shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
BA,37.62403,-112.167543,395,16.455
BA,37.624024,-112.167674,396,16.466
BA,37.623977,-112.167849,397,16.483
BA,37.623917,-112.168045,398,16.501
BA,37.623861,-112.168227,399,16.518
BA,37.623826,-112.168345,400,16.529
BA,37.623816,-112.168446,401,16.538
BA,37.623814,-112.168522,402,16.545
BA,37.623824,-112.168594,403,16.551
BA,37.623844,-112.168654,404,16.557
BA,37.623883,-112.168774,405,16.569
BA,37.623948,-112.168948,406,16.586
BA,37.624056,-112.169297,407,16.619
BA,37.624167,-112.169778,408,16.663
BA,37.624219,-112.170121,409,16.693
BA,37.624257,-112.170519,410,16.729
BA,37.62427,-112.170801,411,16.754
BA,37.62428,-112.170975,412,16.769
BA,37.624304,-112.17108,413,16.779
BA,37.624373,-112.17113,414,16.787
BA,37.624552,-112.171162,415,16.808
BA,37.624797,-112.171185,416,16.835
BA,37.625298,-112.171274,417,16.891
BA,37.625703,-112.171457,418,16.939
BA,37.626505,-112.171847,419,17.035
BA,37.626837,-112.171999,420,17.074
BA,37.626917,-112.17201,421,17.083
BA,37.627005,-112.171984,422,17.093
BA,37.627042,-112.171935,423,17.099
BA,37.62706,-112.171867,424,17.105
BA,37.627173,-112.170808,425,17.199
BA,37.627245,-112.170012,426,17.27
BA,37.62727,-112.169811,427,17.288
BA,37.627388,-112.169386,428,17.327
BA,37.627469,-112.169109,429,17.353
BA,37.627571,-112.168824,430,17.381
BA,37.627772,-112.168384,431,17.426
BA,37.627923,-112.16808,432,17.457
BA,37.627939,-112.167954,433,17.468
BA,37.627921,-112.167891,434,17.474
BA,37.627882,-112.167827,435,17.481
BA,37.62781,-112.167768,436,17.491
BA,37.627704,-112.167726,437,17.503
BA,37.627598,-112.167735,438,17.515
BA,37.627521,-112.16777,439,17.524
BA,37.627457,-112.167753,440,17.532
BA,37.627382,-112.16773,441,17.54
BA,37.627339,-112.167689,442,17.546
BA,37.627316,-112.167614,443,17.553
BA,37.627322,-112.167547,444,17.559
BA,37.627349,-112.167496,445,17.565
BA,37.627388,-112.167462,446,17.57
BA,37.62744,-112.167465,447,17.576
BA,37.627501,-112.167493,448,17.583
BA,37.627543,-112.167555,449,17.59
BA,37.627595,-112.167629,450,17.599
BA,37.627658,-112.167679,451,17.607
BA,37.627731,-112.167682,452,17.615
BA,37.627831,-112.167732,453,17.627
BA,37.627922,-112.167817,454,17.64
BA,37.627969,-112.167845,455,17.645
BA,37.628021,-112.167827,456,17.651
BA,37.628073,-112.167796,457,17.658
BA,37.628218,-112.167613,458,17.681
BA,37.628411,-112.167362,459,17.711
BA,37.628494,-112.167275,460,17.723
BA,37.628653,-112.167126,461,17.745
BA,37.628808,-112.166989,462,17.766
BA,37.629034,-112.166833,463,17.795
BA,37.629224,-112.166719,464,17.818
BA,37.629437,-112.166632,465,17.843
BA,37.629661,-112.166551,466,17.869
BA,37.629881,-112.166442,467,17.896
BA,37.629937,-112.166377,468,17.904
BA,37.62996,-112.16626,469,17.915
BA,37.629931,-112.166094,470,17.93
BA,37.629869,-112.165711,471,17.964
BA,37.629891,-112.165487,472,17.984
BA,37.629988,-112.165244,473,18.008
BA,37.630118,-112.165033,474,18.031
BA,37.630216,-112.164906,475,18.047
BA,37.630378,-112.164719,476,18.071
BA,37.630498,-112.164607,477,18.088
BA,37.630599,-112.16453,478,18.101
BA,37.630641,-112.164478,479,18.108
BA,37.630706,-112.16445,480,18.115
BA,37.630768,-112.164443,481,18.122
BA,37.630836,-112.164438,482,18.13
BA,37.630901,-112.164467,483,18.138
BA,37.630966,-112.164475,484,18.145
BA,37.631133,-112.164537,485,18.164
BA,37.631355,-112.164649,486,18.191
BA,37.631481,-112.164747,487,18.207
BA,37.631653,-112.16482,488,18.227
BA,37.631842,-112.164844,489,18.248
BA,37.63197,-112.164773,490,18.264
BA,37.632273,-112.164556,491,18.303
BA,37.632425,-112.164456,492,18.322
BA,37.632557,-112.164383,493,18.338
BA,37.632674,-112.164338,494,18.351
BA,37.63276,-112.164338,495,18.361
BA,37.632877,-112.164368,496,18.374
BA,37.632952,-112.164432,497,18.384
BA,37.633039,-112.164513,498,18.396
BA,37.63311,-112.164599,499,18.407
BA,37.633163,-112.164698,500,18.418
BA,37.633241,-112.164881,501,18.436
BA,37.633335,-112.165103,502,18.458
BA,37.633371,-112.165287,503,18.475
BA,37.633397,-112.165645,504,18.507
BA,37.633425,-112.166037,505,18.541
BA,37.633407,-112.166309,506,18.565
BA,37.633346,-112.166548,507,18.587
BA,37.633211,-112.16699,508,18.629
BA,37.633108,-112.167263,509,18.656
BA,37.633059,-112.167389,510,18.668
BA,37.632993,-112.167528,511,18.682
BA,37.632883,-112.167664,512,18.7
BA,37.632808,-112.167711,513,18.709
BA,37.63271,-112.167761,514,18.721
BA,37.632676,-112.167807,515,18.726
BA,37.632676,-112.167872,516,18.732
BA,37.632733,-112.167993,517,18.744
BA,37.632916,-112.1684,518,18.785
BA,37.633192,-112.169001,519,18.847
BA,37.633431,-112.169532,520,18.9
BA,37.633573,-112.169899,521,18.936
BA,37.633646,-112.170127,522,18.958
BA,37.633707,-112.170401,523,18.983
BA,37.633768,-112.170826,524,19.021
BA,37.633818,-112.171203,525,19.055
BA,37.633872,-112.171496,526,19.081
BA,37.63398,-112.171966,527,19.124
BA,37.634098,-112.172364,528,19.162
BA,37.634221,-112.172802,529,19.203
BA,37.634273,-112.172954,530,19.217
BA,37.634335,-112.17301,531,19.226
BA,37.634419,-112.173002,532,19.235
BA,37.634651,-112.172899,533,19.263
BA,37.635333,-112.172577,534,19.343
BA,37.635795,-112.172386,535,19.398
BA,37.636158,-112.1722,536,19.441
BA,37.636465,-112.17204,537,19.478
BA,37.636803,-112.171839,538,19.52
BA,37.637194,-112.171594,539,19.568
BA,37.637626,-112.171302,540,19.623
BA,37.637975,-112.171005,541,19.669
BA,37.639202,-112.169952,542,19.834
BA,37.639263,-112.169848,543,19.846
BA,37.639302,-112.169789,544,19.852
BA,37.639344,-112.169746,545,19.859
BA,37.639407,-112.169707,546,19.866
BA,37.639467,-112.169709,547,19.873
BA,37.639569,-112.169616,548,19.887
BA,37.639659,-112.169475,549,19.903
BA,37.639772,-112.169294,550,19.923
BA,37.639919,-112.169039,551,19.951
BA,37.640056,-112.168843,552,19.974
BA,37.640195,-112.168709,553,19.993
BA,37.640369,-112.168606,554,20.015
BA,37.640569,-112.168558,555,20.037
BA,37.640725,-112.168573,556,20.055
BA,37.641009,-112.168577,557,20.086
BA,37.641427,-112.168523,558,20.133
BA,37.641814,-112.168413,559,20.177
BA,37.642311,-112.168191,560,20.236
BA,37.642581,-112.168051,561,20.268
BA,37.642908,-112.167847,562,20.309
BA,37.643263,-112.167594,563,20.354
BA,37.643876,-112.167137,564,20.433
BA,37.644281,-112.166838,565,20.486
BA,37.644674,-112.166556,566,20.536
BA,37.644935,-112.166367,567,20.569
BA,37.645134,-112.16625,568,20.594
BA,37.645339,-112.16612,569,20.619
BA,37.645676,-112.165972,570,20.659
BA,37.646009,-112.165843,571,20.698
BA,37.646692,-112.165614,572,20.776
BA,37.647792,-112.165232,573,20.903
BA,37.648422,-112.165015,574,20.976
BA,37.649136,-112.164775,575,21.058
BA,37.649686,-112.164554,576,21.122
BA,37.650095,-112.164392,577,21.17
BA,37.650606,-112.164168,578,21.23
BA,37.650878,-112.164043,579,21.262
BA,37.651086,-112.163947,580,21.287
BA,37.651329,-112.163852,581,21.315
BA,37.651561,-112.163766,582,21.342
BA,37.65184,-112.163684,583,21.374
BA,37.65216,-112.163586,584,21.41
BA,37.652669,-112.163429,585,21.468
BA,37.653011,-112.163335,586,21.507
BA,37.653575,-112.163167,587,21.572
BA,37.653945,-112.163064,588,21.614
BA,37.654522,-112.162884,589,21.68
BA,37.655256,-112.16267,590,21.764
BA,37.655669,-112.162526,591,21.811
BA,37.656376,-112.162264,592,21.893
BA,37.656803,-112.162101,593,21.943
BA,37.657322,-112.1619,594,22.003
BA,37.657737,-112.161752,595,22.051
BA,37.658314,-112.161533,596,22.118
BA,37.659045,-112.161244,597,22.203
BA,37.659892,-112.160923,598,22.302
BA,37.660731,-112.160605,599,22.399
BA,37.661331,-112.16037,600,22.469
BA,37.662068,-112.160086,601,22.555
BA,37.663059,-112.159707,602,22.67
