shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
lowertown,39.32241,-77.73629,249,3.32486991019631
lowertown,39.32242,-77.73641,250,3.33527712385026
lowertown,39.32244,-77.73666,251,3.35694914001345
lowertown,39.32246,-77.73689,252,3.37690637130296
lowertown,39.32247,-77.73713,253,3.39763176714377
lowertown,39.32248,-77.73719,254,3.40292345058519
lowertown,39.32249,-77.73736,255,3.41762483749413
lowertown,39.3225,-77.73759,256,3.43748919842473
lowertown,39.32252,-77.73782,257,3.45744641287699
lowertown,39.32253,-77.73805,258,3.47731076534862
lowertown,39.32255,-77.73828,259,3.49726797138235
lowertown,39.32256,-77.73852,260,3.51799334073969
lowertown,39.32256,-77.73855,261,3.52058029205163
lowertown,39.32257,-77.73882,262,3.54388930720301
lowertown,39.32254,-77.73898,263,3.55808270332478
lowertown,39.32251,-77.73921,264,3.57819372376926
lowertown,39.32251,-77.73923,265,3.5799183592051
lowertown,39.32246,-77.73943,266,3.5980360705065
lowertown,39.32241,-77.73965,267,3.61780255057622
lowertown,39.32238,-77.73975,268,3.62704661095749
lowertown,39.32235,-77.73987,269,3.63791725454888
lowertown,39.32228,-77.74017,270,3.66492897088117
lowertown,39.32225,-77.74032,271,3.67828571286474
lowertown,39.32222,-77.74055,272,3.69839681404966
lowertown,39.32218,-77.74077,273,3.71788072836245
lowertown,39.32214,-77.741,274,3.73820522819181
lowertown,39.32212,-77.74111,275,3.74794719454867
lowertown,39.3221,-77.74123,276,3.7585306139863
lowertown,39.32206,-77.74146,277,3.77885513584969
lowertown,39.32202,-77.74168,278,3.79833909221923
lowertown,39.32199,-77.74191,279,3.81845025744021
lowertown,39.32194,-77.74218,280,3.84238561572985
lowertown,39.32191,-77.74239,281,3.86079818452803
lowertown,39.32189,-77.74254,282,3.87392226136769
lowertown,39.32189,-77.74252,283,3.87564691202923
lowertown,39.32188,-77.7425,284,3.87769800943668
lowertown,39.32187,-77.74247,285,3.88051315204264
lowertown,39.32185,-77.74247,286,3.88273358464761
lowertown,39.32184,-77.74247,287,3.88384380094702
lowertown,39.32183,-77.74247,288,3.88495401724544
lowertown,39.32181,-77.74248,289,3.88733601794837
lowertown,39.3218,-77.74249,290,3.88874178712787
lowertown,39.32178,-77.7425,291,3.89112378795284
lowertown,39.32176,-77.74252,292,3.89393532683089
lowertown,39.32174,-77.74253,293,3.8963173278193
lowertown,39.3217,-77.74259,294,3.90313577277439
lowertown,39.32164,-77.74266,295,3.91212519754769
lowertown,39.32152,-77.7428,296,3.93010405733178
lowertown,39.3215,-77.74281,297,3.93248605930146
lowertown,39.32137,-77.74297,298,3.95245281592787
lowertown,39.3213,-77.74305,299,3.96284453818129
lowertown,39.3213,-77.74306,300,3.96370687075645
lowertown,39.32125,-77.74311,301,3.97073573622132
lowertown,39.32125,-77.74312,302,3.97159806941041
lowertown,39.32117,-77.74322,303,3.98397736886944
lowertown,39.32111,-77.74344,304,4.00408421777362
lowertown,39.32109,-77.7436,305,4.01805910511196
lowertown,39.3211,-77.74367,306,4.02419669817748
lowertown,39.3211,-77.74391,307,4.04489273891212
lowertown,39.3211,-77.74393,308,4.04661740897386
lowertown,39.3211,-77.74414,309,4.0647264446159
lowertown,39.3211,-77.74437,310,4.08456015031968
lowertown,39.3211,-77.74438,311,4.08542248535054
lowertown,39.32109,-77.7446,312,4.10442631486814
lowertown,39.32108,-77.74466,313,4.10971809837746
lowertown,39.32104,-77.74483,314,4.12503567638182
lowertown,39.32104,-77.74484,315,4.12589801214939
lowertown,39.32097,-77.74502,316,4.14325688590749
lowertown,39.32096,-77.74504,317,4.14530800221657
lowertown,39.3209,-77.74521,318,4.16141019422622
lowertown,39.32088,-77.74524,319,4.16481943969619
lowertown,39.32081,-77.74534,320,4.17642801932818
lowertown,39.32077,-77.74542,321,4.18463249894521
lowertown,39.32059,-77.74574,322,4.2187035066822
lowertown,39.32057,-77.7458,323,4.22433387936769
lowertown,39.3205,-77.74602,324,4.24483546711529
lowertown,39.3205,-77.74603,325,4.2456978095132
lowertown,39.32046,-77.74638,326,4.27620475866342
lowertown,39.32043,-77.74663,327,4.29801909916201
lowertown,39.3204,-77.7467,328,4.30491340050091
lowertown,39.32036,-77.74683,329,4.31697142350013
lowertown,39.32032,-77.74691,330,4.32517594009832
lowertown,39.32029,-77.74698,331,4.33207024968351
lowertown,39.32005,-77.74729,332,4.3698141920883
lowertown,39.31986,-77.74755,333,4.40059837370007
lowertown,39.31983,-77.74759,334,4.40539332802051
lowertown,39.31971,-77.74776,335,4.42520257431457
lowertown,39.31969,-77.74778,336,4.42801414375
lowertown,39.31951,-77.74814,337,4.46493474209936
lowertown,39.3195,-77.74816,338,4.46698588840372
lowertown,39.31941,-77.74834,339,4.48544621439037
lowertown,39.31932,-77.74854,340,4.50537865758648
lowertown,39.31931,-77.74856,341,4.50742980779413
lowertown,39.31925,-77.74868,342,4.5197367133565
lowertown,39.31922,-77.74873,343,4.52518508394456
lowertown,39.31915,-77.74887,344,4.53954315409703
lowertown,39.31899,-77.74909,345,4.56553303576074
lowertown,39.31896,-77.74913,346,4.57032802047246
lowertown,39.31872,-77.7494,347,4.60571305389186
lowertown,39.31862,-77.74951,348,4.6203158735206
lowertown,39.31858,-77.74955,349,4.62593904486772
lowertown,39.31844,-77.7497,350,4.6461606341188
lowertown,39.31837,-77.74978,351,4.65655254449965
lowertown,39.3183,-77.74984,352,4.66588897034825
lowertown,39.31818,-77.74997,353,4.68330085239264
lowertown,39.31816,-77.74999,354,4.68611244441247
lowertown,39.3179,-77.75026,355,4.72319843580149
lowertown,39.31774,-77.75043,356,4.74623030172303
lowertown,39.31748,-77.7507,357,4.78331637889785
lowertown,39.31746,-77.75072,358,4.78612798125309
lowertown,39.31734,-77.75084,359,4.80299760157021
lowertown,39.3172,-77.75099,360,4.8232193343534
lowertown,39.31651,-77.75172,361,4.92237347444057
lowertown,39.31649,-77.75174,362,4.92518509111187
lowertown,39.31637,-77.75187,363,4.94259715598403
lowertown,39.31635,-77.75189,364,4.94540877472277
lowertown,39.31623,-77.75201,365,4.96227849334762
lowertown,39.31609,-77.75216,366,4.98250035461154
lowertown,39.31602,-77.75223,367,4.9923410359504
lowertown,39.31595,-77.75231,368,5.00273310170788
lowertown,39.31593,-77.75233,369,5.00554472664362
lowertown,39.31582,-77.75247,370,5.02271777068958
lowertown,39.3158,-77.75249,371,5.02552939754455
lowertown,39.31568,-77.75262,372,5.04294153211287
lowertown,39.31566,-77.75264,373,5.04575316103599
lowertown,39.31553,-77.7528,374,5.06572069993957
lowertown,39.31552,-77.75281,375,5.06712651547137
lowertown,39.31542,-77.75295,376,5.08352867916507
lowertown,39.31541,-77.75297,377,5.08557990949488
lowertown,39.31531,-77.75312,378,5.10262690278143
lowertown,39.31529,-77.75314,379,5.10543853716442
lowertown,39.3152,-77.75328,380,5.12111058001159
lowertown,39.31519,-77.7533,381,5.12316181485845
lowertown,39.31499,-77.75368,382,5.16274722203122
lowertown,39.31496,-77.75373,383,5.1681957980855
lowertown,39.3149,-77.75389,384,5.183518114712
lowertown,39.31474,-77.7543,385,5.2230881969543
lowertown,39.31464,-77.75454,386,5.24657568311375
lowertown,39.31459,-77.75466,387,5.2583194358961
lowertown,39.31426,-77.75553,388,5.34181685498485
lowertown,39.31418,-77.75576,389,5.36355019065656
lowertown,39.31417,-77.75579,390,5.36636559330976
